#	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
397	52.31	45.84	792.0000
398	52.15	45.81	794.0000
399	51.99	45.79	796.0000
400	51.84	45.77	798.0000
401	51.69	45.74	800.0000
402	51.54	45.72	802.0000
403	51.41	45.69	804.0000
404	51.30	45.65	806.0000
405	51.24	45.63	808.0000
406	51.27	45.59	810.0000
407	51.38	45.56	812.0000
408	51.59	45.53	814.0000
409	51.86	45.49	816.0000
410	52.19	45.46	818.0000
411	52.59	45.43	820.0000
412	53.02	45.41	822.0000
413	53.49	45.37	824.0000
414	53.98	45.34	826.0000
415	54.48	45.31	828.0000
416	54.99	45.29	830.0000
417	55.51	45.27	832.0000
418	56.03	45.24	834.0000
419	56.54	45.23	836.0000
420	57.05	45.22	838.0000
421	57.54	45.20	840.0000
422	58.03	45.20	842.0000
423	58.51	45.19	844.0000
424	58.98	45.19	846.0000
425	59.43	45.20	848.0000
426	59.86	45.20	850.0000
427	60.28	45.22	852.0000
428	60.68	45.23	854.0000
429	61.09	45.25	856.0000
430	61.47	45.28	858.0000
431	61.85	45.31	860.0000
432	62.20	45.34	862.0000
433	62.55	45.38	864.0000
434	62.89	45.42	866.0000
435	63.06	45.38	868.0000
436	63.19	45.32	870.0000
437	63.56	45.43	872.0000
438	63.91	45.52	874.0000
439	64.23	45.60	876.0000
440	64.52	45.68	878.0000
441	64.79	45.75	880.0000
442	65.05	45.82	882.0000
443	65.29	45.89	884.0000
444	65.53	45.96	886.0000
445	65.75	46.02	888.0000
446	65.97	46.10	890.0000
447	66.18	46.18	892.0000
448	66.38	46.26	894.0000
449	66.57	46.33	896.0000
450	66.76	46.41	898.0000
451	66.94	46.49	900.0000
452	67.12	46.57	902.0000
453	67.28	46.66	904.0000
454	67.38	46.71	906.0000
455	67.48	46.81	908.0000
456	67.49	46.89	910.0000
457	67.42	46.97	912.0000
458	67.28	47.06	914.0000
459	67.05	47.14	916.0000
460	66.77	47.23	918.0000
461	66.44	47.30	920.0000
462	66.07	47.39	922.0000
463	65.68	47.47	924.0000
464	65.26	47.56	926.0000
465	64.83	47.63	928.0000
466	64.39	47.70	930.0000
467	63.94	47.78	932.0000
468	63.49	47.84	934.0000
469	63.03	47.91	936.0000
470	62.59	47.97	938.0000
471	62.15	48.04	940.0000
472	61.73	48.10	942.0000
473	61.32	48.14	944.0000
474	60.91	48.20	946.0000
475	60.52	48.24	948.0000
476	60.13	48.28	950.0000
477	59.76	48.32	952.0000
478	59.40	48.35	954.0000
479	59.06	48.38	956.0000
480	58.73	48.40	958.0000
481	58.40	48.41	960.0000
482	58.08	48.43	962.0000
483	57.79	48.44	964.0000
484	57.50	48.45	966.0000
485	57.23	48.46	968.0000
486	56.95	48.45	970.0000
487	56.69	48.44	972.0000
488	56.44	48.43	974.0000
489	56.20	48.42	976.0000
490	55.97	48.41	978.0000
491	55.74	48.40	980.0000
492	55.53	48.38	982.0000
493	55.32	48.36	984.0000
494	55.12	48.34	986.0000
495	54.93	48.32	988.0000
496	54.74	48.29	990.0000
497	54.56	48.26	992.0000
498	54.39	48.23	994.0000
499	54.21	48.19	996.0000
500	54.06	48.17	998.0000
